temperature,2020-09-14 18:07:18.112847,2020-09-14 18:07:18.112847,32.58,,,cd14
humidity,2020-09-14 18:07:18.112847,2020-09-14 18:07:18.112847,43.39,,,cd14
pressure,2020-09-14 18:07:18.112847,2020-09-14 18:07:18.112847,43.39,,,cd14
pm10,2020-09-14 18:07:48.169675,2020-09-14 18:07:48.169675,5730.0,,,cd14
pm10,2020-09-14 18:08:18.188737,2020-09-14 18:08:18.188737,6550.0,,,cd14
temperature,2020-09-14 18:08:18.262194,2020-09-14 18:08:18.262194,32.48,,,cd14
humidity,2020-09-14 18:08:18.262194,2020-09-14 18:08:18.262194,43.26,,,cd14
pressure,2020-09-14 18:08:18.262194,2020-09-14 18:08:18.262194,43.26,,,cd14
temperature,2020-09-14 18:08:31.571407,2020-09-14 18:08:31.571407,32.45,,,cd14
humidity,2020-09-14 18:08:31.571407,2020-09-14 18:08:31.571407,43.41,,,cd14
pressure,2020-09-14 18:08:31.571407,2020-09-14 18:08:31.571407,43.41,,,cd14
temperature,2020-09-14 18:08:38.899520,2020-09-14 18:08:38.899520,32.44,,,cd14
humidity,2020-09-14 18:08:38.899520,2020-09-14 18:08:38.899520,43.54,,,cd14
pressure,2020-09-14 18:08:38.899520,2020-09-14 18:08:38.899520,43.54,,,cd14
pm10,2020-09-14 18:09:08.939386,2020-09-14 18:09:08.939386,7177.0,,,cd14
pm10,2020-09-14 18:09:38.972407,2020-09-14 18:09:38.972407,6613.0,,,cd14
temperature,2020-09-14 18:09:39.072136,2020-09-14 18:09:39.072136,32.41,,,cd14
humidity,2020-09-14 18:09:39.072136,2020-09-14 18:09:39.072136,44.15,,,cd14
pressure,2020-09-14 18:09:39.072136,2020-09-14 18:09:39.072136,44.15,,,cd14
pm10,2020-09-14 18:10:08.995250,2020-09-14 18:10:08.995250,7654.0,,,cd14
pm10,2020-09-14 18:10:39.025406,2020-09-14 18:10:39.025406,5795.0,,,cd14
temperature,2020-09-14 18:10:39.222388,2020-09-14 18:10:39.222388,32.4,,,cd14
humidity,2020-09-14 18:10:39.222388,2020-09-14 18:10:39.222388,43.22,,,cd14
pressure,2020-09-14 18:10:39.222388,2020-09-14 18:10:39.222388,43.22,,,cd14
pm10,2020-09-14 18:11:09.049239,2020-09-14 18:11:09.049239,6452.0,,,cd14
pm10,2020-09-14 18:11:39.088911,2020-09-14 18:11:39.088911,6535.0,,,cd14
temperature,2020-09-14 18:11:39.349255,2020-09-14 18:11:39.349255,32.34,,,cd14
humidity,2020-09-14 18:11:39.349255,2020-09-14 18:11:39.349255,43.27,,,cd14
pressure,2020-09-14 18:11:39.349255,2020-09-14 18:11:39.349255,43.27,,,cd14
pm10,2020-09-14 18:12:09.103908,2020-09-14 18:12:09.103908,6286.0,,,cd14
pm10,2020-09-14 18:12:39.119529,2020-09-14 18:12:39.119529,6594.0,,,cd14
temperature,2020-09-14 18:12:39.492122,2020-09-14 18:12:39.492122,32.26,,,cd14
humidity,2020-09-14 18:12:39.492122,2020-09-14 18:12:39.492122,43.21,,,cd14
pressure,2020-09-14 18:12:39.492122,2020-09-14 18:12:39.492122,43.21,,,cd14
pm10,2020-09-14 18:13:09.135525,2020-09-14 18:13:09.135525,7184.0,,,cd14
pm10,2020-09-14 18:13:39.149729,2020-09-14 18:13:39.149729,7180.0,,,cd14
temperature,2020-09-14 18:13:39.642147,2020-09-14 18:13:39.642147,32.26,,,cd14
humidity,2020-09-14 18:13:39.642147,2020-09-14 18:13:39.642147,43.47,,,cd14
pressure,2020-09-14 18:13:39.642147,2020-09-14 18:13:39.642147,43.47,,,cd14
pm10,2020-09-14 18:14:09.163736,2020-09-14 18:14:09.163736,6844.0,,,cd14
pm10,2020-09-14 18:14:39.177862,2020-09-14 18:14:39.177862,7120.0,,,cd14
temperature,2020-09-14 18:14:39.882118,2020-09-14 18:14:39.882118,32.26,,,cd14
humidity,2020-09-14 18:14:39.882118,2020-09-14 18:14:39.882118,44.29,,,cd14
pressure,2020-09-14 18:14:39.882118,2020-09-14 18:14:39.882118,44.29,,,cd14
pm10,2020-09-14 18:15:09.194183,2020-09-14 18:15:09.194183,6211.0,,,cd14
pm10,2020-09-14 18:15:39.304256,2020-09-14 18:15:39.304256,6847.0,,,cd14
temperature,2020-09-14 18:15:40.028473,2020-09-14 18:15:40.028473,32.32,,,cd14
humidity,2020-09-14 18:15:40.028473,2020-09-14 18:15:40.028473,43.9,,,cd14
pressure,2020-09-14 18:15:40.028473,2020-09-14 18:15:40.028473,43.9,,,cd14
pm10,2020-09-14 18:16:09.318018,2020-09-14 18:16:09.318018,6160.0,,,cd14
pm10,2020-09-14 18:16:39.332589,2020-09-14 18:16:39.332589,6270.0,,,cd14
temperature,2020-09-14 18:16:40.141722,2020-09-14 18:16:40.141722,32.35,,,cd14
humidity,2020-09-14 18:16:40.141722,2020-09-14 18:16:40.141722,43.77,,,cd14
pressure,2020-09-14 18:16:40.141722,2020-09-14 18:16:40.141722,43.77,,,cd14
pm10,2020-09-14 18:17:09.456602,2020-09-14 18:17:09.456602,6579.0,,,cd14
pm10,2020-09-14 18:17:39.470677,2020-09-14 18:17:39.470677,7401.0,,,cd14
temperature,2020-09-14 18:17:40.268299,2020-09-14 18:17:40.268299,32.33,,,cd14
humidity,2020-09-14 18:17:40.268299,2020-09-14 18:17:40.268299,44.32,,,cd14
pressure,2020-09-14 18:17:40.268299,2020-09-14 18:17:40.268299,44.32,,,cd14
pm10,2020-09-14 18:18:09.487128,2020-09-14 18:18:09.487128,5675.0,,,cd14
pm10,2020-09-14 18:18:39.588276,2020-09-14 18:18:39.588276,6441.0,,,cd14
temperature,2020-09-14 18:18:40.508718,2020-09-14 18:18:40.508718,32.32,,,cd14
humidity,2020-09-14 18:18:40.508718,2020-09-14 18:18:40.508718,44.71,,,cd14
pressure,2020-09-14 18:18:40.508718,2020-09-14 18:18:40.508718,44.71,,,cd14
pm10,2020-09-14 18:19:09.602316,2020-09-14 18:19:09.602316,6759.0,,,cd14
pm10,2020-09-14 18:19:39.615662,2020-09-14 18:19:39.615662,5874.0,,,cd14
temperature,2020-09-14 18:19:40.751028,2020-09-14 18:19:40.751028,32.29,,,cd14
humidity,2020-09-14 18:19:40.751028,2020-09-14 18:19:40.751028,44.6,,,cd14
pressure,2020-09-14 18:19:40.751028,2020-09-14 18:19:40.751028,44.6,,,cd14
pm10,2020-09-14 18:20:09.631327,2020-09-14 18:20:09.631327,6189.0,,,cd14
pm10,2020-09-14 18:20:39.645773,2020-09-14 18:20:39.645773,6002.0,,,cd14
