temperature,2020-09-15 00:22:16.427906,2020-09-15 00:22:16.427906,26.42,,,cd14
humidity,2020-09-15 00:22:16.427906,2020-09-15 00:22:16.427906,64.95,,,cd14
pressure,2020-09-15 00:22:16.427906,2020-09-15 00:22:16.427906,64.95,,,cd14
temperature,2020-09-15 00:22:46.567408,2020-09-15 00:22:46.567408,26.43,,,cd14
humidity,2020-09-15 00:22:46.567408,2020-09-15 00:22:46.567408,64.91,,,cd14
pressure,2020-09-15 00:22:46.567408,2020-09-15 00:22:46.567408,64.91,,,cd14
temperature,2020-09-15 00:22:54.324779,2020-09-15 00:22:54.324779,26.45,,,cd14
humidity,2020-09-15 00:22:54.324779,2020-09-15 00:22:54.324779,64.88,,,cd14
pressure,2020-09-15 00:22:54.324779,2020-09-15 00:22:54.324779,64.88,,,cd14
pm10,2020-09-15 00:23:24.358938,2020-09-15 00:23:24.358938,9809.0,-5.209961,119.473585,cd14
pm10,2020-09-15 00:23:54.382017,2020-09-15 00:23:54.382017,9773.0,-5.209925,119.473525,cd14
temperature,2020-09-15 00:23:54.506221,2020-09-15 00:23:54.506221,26.53,-5.209931,119.473543,cd14
humidity,2020-09-15 00:23:54.506221,2020-09-15 00:23:54.506221,65.1,-5.209931,119.473543,cd14
pressure,2020-09-15 00:23:54.506221,2020-09-15 00:23:54.506221,65.1,-5.209931,119.473543,cd14
pm10,2020-09-15 00:24:24.398946,2020-09-15 00:24:24.398946,9506.0,-5.210004,119.473679,cd14
pm10,2020-09-15 00:24:54.420268,2020-09-15 00:24:54.420268,9056.0,-5.210012,119.473713,cd14
temperature,2020-09-15 00:24:54.662146,2020-09-15 00:24:54.662146,26.42,-5.210006,119.473697,cd14
humidity,2020-09-15 00:24:54.662146,2020-09-15 00:24:54.662146,65.59,-5.210006,119.473697,cd14
pressure,2020-09-15 00:24:54.662146,2020-09-15 00:24:54.662146,65.59,-5.210006,119.473697,cd14
pm10,2020-09-15 00:25:24.438695,2020-09-15 00:25:24.438695,9008.0,-5.209929,119.473608,cd14
pm10,2020-09-15 00:25:54.453516,2020-09-15 00:25:54.453516,9111.0,-5.209919,119.473585,cd14
temperature,2020-09-15 00:25:54.882130,2020-09-15 00:25:54.882130,26.34,-5.209923,119.473577,cd14
humidity,2020-09-15 00:25:54.882130,2020-09-15 00:25:54.882130,65.98,-5.209923,119.473577,cd14
pressure,2020-09-15 00:25:54.882130,2020-09-15 00:25:54.882130,65.98,-5.209923,119.473577,cd14
pm10,2020-09-15 00:26:24.470604,2020-09-15 00:26:24.470604,9426.0,-5.209936,119.473622,cd14
pm10,2020-09-15 00:26:54.504809,2020-09-15 00:26:54.504809,9933.0,-5.210045,119.473913,cd14
temperature,2020-09-15 00:26:55.039985,2020-09-15 00:26:55.039985,26.21,-5.21005,119.473928,cd14
humidity,2020-09-15 00:26:55.039985,2020-09-15 00:26:55.039985,66.44,-5.21005,119.473928,cd14
pressure,2020-09-15 00:26:55.039985,2020-09-15 00:26:55.039985,66.44,-5.21005,119.473928,cd14
